"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"00826099999","2008-01-11","0.0","0.0","0.0","WXPOD8270","  48.1","24","  47.3","23","1021.8"," 6","999.9"," 0","  4.8","24","  6.4","24"," 22.0"," 33.0","  57.2","*","  35.1"," "," 0.11","G","999.9","110010"
"00826099999","2008-01-12","0.0","0.0","0.0","WXPOD8270","  50.2","24","  45.3","24","9999.9"," 0","999.9"," 0","  7.6","24","  3.9","24"," 18.1","999.9","  55.9"," ","  37.4","*"," 0.67","G","999.9","010000"
"00826099999","2008-01-13","0.0","0.0","0.0","WXPOD8270","  42.7","23","  38.2","21","1021.8","13","999.9"," 0","  9.0","23","  4.7","23"," 13.0"," 16.9","  55.0"," ","  32.0"," "," 0.01","G","999.9","101000"
"00826099999","2008-01-14","0.0","0.0","0.0","WXPOD8270","  34.9","24","  30.8","18","1021.4","12","999.9"," 0","  5.5","24","  7.3","24"," 21.0"," 30.9","  45.0"," ","  26.6","*"," 0.46","G","999.9","111000"
"00826099999","2008-01-15","0.0","0.0","0.0","WXPOD8270","  32.9","23","  23.4","19","1023.5","14","999.9"," 0","  7.5","23","  5.1","23"," 11.1","999.9","  57.9"," ","  19.4","*"," 0.22","G","999.9","100000"
"00826099999","2008-01-16","0.0","0.0","0.0","WXPOD8270","  36.4","20","  24.9","18","1019.7"," 8","999.9"," 0"," 11.0","20","  5.6","20"," 16.9"," 23.9","  57.9"," ","  26.6","*"," 0.00","G","999.9","001000"
"00826099999","2008-01-17","0.0","0.0","0.0","WXPOD8270","  35.8","23","  28.1","16","1022.1"," 9","999.9"," 0","  7.3","23","  8.2","23"," 16.9"," 23.9","  50.0","*","  27.0","*"," 0.08","A","999.9","011000"
"00826099999","2008-01-18","0.0","0.0","0.0","WXPOD8270","  42.2","24","  31.3","23","1021.3","20","999.9"," 0","  8.6","24","  4.2","24"," 21.0"," 27.0","  60.1"," ","  28.9"," "," 0.07","G","999.9","011000"
"00826099999","2008-01-19","0.0","0.0","0.0","WXPOD8270","  36.0","23","  26.7","22","1024.2","18","999.9"," 0","  9.1","23","  4.6","23"," 15.9"," 22.0","  59.0"," ","  24.8","*"," 0.12","G","999.9","000000"
"00826099999","2008-01-20","0.0","0.0","0.0","WXPOD8270","  34.9","23","  26.0","17","1015.1","16","999.9"," 0","  9.6","23","  7.0","23"," 15.0"," 21.0","  57.0"," ","  23.0","*"," 0.15","G","  2.0","001000"
"00826099999","2008-01-21","0.0","0.0","0.0","WXPOD8270","  30.3","16","  16.2","12","1030.0"," 9","999.9"," 0"," 11.7","16","  9.5","16"," 18.1"," 25.1","  50.0","*","  12.9"," "," 0.00","G","999.9","010000"
"00826099999","2008-01-22","0.0","0.0","0.0","WXPOD8270","  40.8","24","  36.3","22","1020.1"," 5","999.9"," 0","  7.9","24","  6.7","24"," 20.0"," 25.1","  44.6","*","  30.2","*"," 0.05","G","999.9","011010"
"00826099999","2008-01-23","0.0","0.0","0.0","WXPOD8270","  40.2","24","  37.9","21","1014.8","21","999.9"," 0","  9.2","24","  4.7","24"," 15.0","999.9","  43.0"," ","  28.4","*"," 0.16","G","999.9","010000"
"00826099999","2008-01-24","0.0","0.0","0.0","WXPOD8270","  38.3","24","  35.4","15","1013.6"," 6","999.9"," 0","  7.9","24","  2.2","24"," 15.0"," 22.9","  45.0"," ","  26.6","*"," 0.14","G","999.9","011000"
"00826099999","2008-01-25","0.0","0.0","0.0","WXPOD8270","  36.0","24","  27.5","19","1016.1"," 7","999.9"," 0","  9.2","24","  7.2","24"," 22.9"," 30.9","  54.0"," ","  12.2","*"," 0.11","G","999.9","011000"
"00826099999","2008-01-26","0.0","0.0","0.0","WXPOD8270","  50.9","22","  41.6","12","9999.9"," 0","999.9"," 0","  7.3","22","  2.9","22"," 12.0"," 15.0","  57.9"," ","  30.2","*"," 0.93","G","999.9","110000"
"00826099999","2008-01-27","0.0","0.0","0.0","WXPOD8270","  40.7","23","  37.4","22","1013.0"," 4","999.9"," 0","  4.1","23","  7.6","23"," 30.9"," 40.0","  61.0"," ","  28.4","*"," 0.00","G","999.9","111000"
"00826099999","2008-01-28","0.0","0.0","0.0","WXPOD8270","  35.8","23","  30.4","21","1011.2"," 7","999.9"," 0","  7.2","23"," 10.8","23"," 34.0"," 47.0","  53.1"," ","  23.0","*"," 0.62","G","  9.1","111000"
"00826099999","2008-01-29","0.0","0.0","0.0","WXPOD8270","  40.6","24","  34.6","21","9999.9"," 0","999.9"," 0","  9.9","24","  7.8","24"," 35.0"," 52.1","  53.6","*","  23.0","*"," 0.00","G","  7.1","011010"
"00826099999","2008-01-30","0.0","0.0","0.0","WXPOD8270","  45.3","24","  37.7","24","1024.1"," 9","999.9"," 0","  9.1","24","  7.2","24"," 27.0"," 37.9","  53.6","*","  30.2","*"," 0.05","G","  1.2","010000"
"00826099999","2008-01-31","0.0","0.0","0.0","WXPOD8270","  38.0","23","  31.2","14","1026.0","13","999.9"," 0","  9.6","23","  6.4","23"," 16.9"," 26.0","  52.0"," ","  24.1"," "," 0.01","G","999.9","111000"
"00826099999","2008-02-01","0.0","0.0","0.0","WXPOD8270","  33.9","24","  30.2","24","1022.9","10","999.9"," 0","  5.6","24","  8.0","24"," 16.9"," 23.9","  52.0"," ","  19.4","*"," 0.22","G","999.9","111000"
"00826099999","2008-02-02","0.0","0.0","0.0","WXPOD8270","  41.2","24","  36.6","24","1019.8","21","999.9"," 0","  8.2","24","  7.1","24"," 23.9"," 29.9","  51.8","*","  17.1"," "," 0.65","G","999.9","110000"
"00826099999","2008-02-03","0.0","0.0","0.0","WXPOD8270","  45.7","24","  43.2","18","9999.9"," 0","999.9"," 0","  9.5","24","  8.3","24"," 16.9"," 25.1","  54.0"," ","  28.4","*"," 0.23","G","999.9","010000"
"00826099999","2008-02-04","0.0","0.0","0.0","WXPOD8270","  44.1","22","  37.4","14","1017.1","11","999.9"," 0","  8.1","22","  5.5","22"," 16.9"," 21.0","  53.6","*","  33.1"," "," 0.05","G","999.9","110000"
"00826099999","2008-02-05","0.0","0.0","0.0","WXPOD8270","  41.4","24","  33.5","13","1024.4","14","999.9"," 0","  8.4","24","  3.8","24"," 30.9"," 39.0","  55.4","*","  32.0"," "," 0.24","G","999.9","010010"
"00826099999","2008-02-06","0.0","0.0","0.0","WXPOD8270","  44.1","24","  39.7","23","9999.9"," 0","999.9"," 0","  6.0","24","  6.5","24"," 23.9"," 29.9","  57.9"," ","  33.1"," "," 0.22","G","999.9","110010"
"00826099999","2008-02-07","0.0","0.0","0.0","WXPOD8270","  37.9","24","  36.4","23","1008.3"," 7","999.9"," 0","  7.0","24","  7.3","24"," 18.1"," 22.0","  57.0"," ","  30.2","*"," 0.32","G","999.9","011010"
"00826099999","2008-02-08","0.0","0.0","0.0","WXPOD8270","  37.8","24","  33.4","18","1013.2","12","999.9"," 0","  8.8","24","  2.8","24"," 13.0","999.9","  50.0"," ","  30.2","*"," 0.01","G","999.9","010000"
"00826099999","2008-02-09","0.0","0.0","0.0","WXPOD8270","  36.7","24","  28.9","22","1018.6"," 7","999.9"," 0","  9.4","24","  5.0","24"," 13.0","999.9","  48.0"," ","  26.6","*"," 0.00","G","999.9","000000"
"00826099999","2008-02-10","0.0","0.0","0.0","WXPOD8270","  39.4","19","  32.0","14","1019.5"," 8","999.9"," 0","  9.3","19","  6.5","19"," 21.0"," 28.0","  64.9"," ","  30.2","*"," 0.06","G","999.9","011000"
"00826099999","2008-02-11","0.0","0.0","0.0","WXPOD8270","  37.7","23","  17.5","13","1019.6","10","999.9"," 0","  7.1","23","  7.3","23"," 27.0"," 40.0","  59.0"," ","  19.4","*"," 0.10","G","  1.2","111010"
"00826099999","2008-02-12","0.0","0.0","0.0","WXPOD8270","  35.1","24","  28.9","21","1019.2"," 6","999.9"," 0","  7.6","24","  8.5","24"," 20.0"," 23.9","9999.9"," ","  19.4","*"," 0.38","G","999.9","111010"
"00826099999","2008-02-13","0.0","0.0","0.0","WXPOD8270","  40.1","24","  33.1","21","1015.4","15","999.9"," 0","  7.2","24","  7.5","24"," 26.0"," 33.0","  66.0"," ","  21.2","*"," 0.21","G","  1.2","011000"
"00826099999","2008-02-14","0.0","0.0","0.0","WXPOD8270","  39.6","24","  29.1","22","1011.9","10","999.9"," 0","  9.6","24","  9.8","24"," 22.9"," 35.9","  60.8","*","  21.9"," "," 1.99","G","999.9","010000"
"00826099999","2008-02-15","0.0","0.0","0.0","WXPOD8270","  39.6","24","  29.6","24","1017.9","17","999.9"," 0","  8.8","24","  5.3","24"," 22.0"," 33.0","  61.0"," ","  26.6","*"," 0.00","G","999.9","010000"
"00826099999","2008-02-16","0.0","0.0","0.0","WXPOD8270","  38.6","24","  33.3","20","1022.2"," 5","999.9"," 0","  5.4","24","  5.7","24"," 15.9"," 25.1","  48.0"," ","  26.6","*","99.99"," ","999.9","110010"
"00826099999","2008-02-17","0.0","0.0","0.0","WXPOD8270","  42.1","23","  37.7","19","1023.2"," 4","999.9"," 0","  6.6","23","  6.9","23"," 25.1"," 35.9","  64.0"," ","  28.4","*"," 0.51","G","999.9","010000"
"00826099999","2008-02-18","0.0","0.0","0.0","WXPOD8270","  45.3","24","  40.9","22","1013.1"," 4","999.9"," 0","  7.8","24","  9.1","24"," 25.1"," 33.0","  60.1"," ","  37.4","*"," 0.07","G","999.9","010000"
"00826099999","2008-02-19","0.0","0.0","0.0","WXPOD8270","  47.5","24","  43.7","20","1016.0","14","999.9"," 0","  9.9","24","  9.6","24"," 28.0"," 33.0","  57.0"," ","  33.1"," "," 1.18","G","999.9","010000"
"00826099999","2008-02-20","0.0","0.0","0.0","WXPOD8270","  48.0","24","  46.6","15","1016.8","17","999.9"," 0","  9.6","24","  3.8","24"," 16.9"," 22.0","  66.2","*","  26.6","*"," 0.53","G","999.9","010000"
"00826099999","2008-02-21","0.0","0.0","0.0","WXPOD8270","  41.7","22","  38.8","20","1015.1","11","999.9"," 0","  8.1","22","  5.8","22"," 14.0"," 20.0","  66.2","*","  23.0","*"," 0.01","G","999.9","111000"
"00826099999","2008-02-22","0.0","0.0","0.0","WXPOD8270","  31.9","24","  29.9","21","1014.0"," 6","999.9"," 0","  5.6","24","  8.0","24"," 12.0","999.9","  41.0","*","  19.4","*"," 0.03","G","  2.0","111000"
"00826099999","2008-02-23","0.0","0.0","0.0","WXPOD8270","  30.4","24","  29.0","17","1012.4","11","999.9"," 0","  8.3","24","  7.3","24"," 18.1"," 22.0","  42.8","*","  26.6","*"," 0.48","G","  1.2","011000"
"00826099999","2008-02-24","0.0","0.0","0.0","WXPOD8270","  33.4","24","  29.5","16","1016.9","10","999.9"," 0","  7.6","24","  4.3","24"," 22.9"," 28.9","  53.1"," ","  21.2","*"," 0.24","G","  1.2","011000"
"00826099999","2008-02-25","0.0","0.0","0.0","WXPOD8270","  42.7","24","  42.1","17","1011.8"," 6","999.9"," 0","  9.0","24","  3.9","24"," 14.0"," 21.0","  55.4","*","  26.6","*"," 0.42","G","999.9","000010"
"00826099999","2008-02-26","0.0","0.0","0.0","WXPOD8270","  44.1","23","  38.9","23","1005.0"," 5","999.9"," 0","  7.6","23","  5.3","23"," 19.0"," 28.9","  57.2","*","  28.4","*"," 0.01","G","999.9","111000"
"00826099999","2008-02-27","0.0","0.0","0.0","WXPOD8270","  41.3","24","  40.4","20","1019.4","12","999.9"," 0","  8.6","24","  6.1","24"," 28.9"," 34.0","  52.0"," ","  30.2","*"," 0.88","G","999.9","111000"
"00826099999","2008-02-28","0.0","0.0","0.0","WXPOD8270","  24.7","24","  15.5","22","1013.9"," 8","999.9"," 0","  9.4","24","  7.6","24"," 15.0","999.9","  34.0","*","  19.4","*"," 0.00","G","999.9","011000"
"00826099999","2008-02-29","0.0","0.0","0.0","WXPOD8270","  49.2","24","  42.0","24","1017.1"," 8","999.9"," 0","  8.1","24","  5.7","24","999.9","999.9","  68.0"," ","  21.2","*"," 0.01","G","999.9","100000"
"00826099999","2008-03-01","0.0","0.0","0.0","WXPOD8270","  42.6","23","  37.9","22","1013.6","13","999.9"," 0","  7.4","23","  8.2","23"," 20.0"," 23.9","  68.0"," ","  32.0","*"," 0.14","G","999.9","011000"
"00826099999","2008-03-02","0.0","0.0","0.0","WXPOD8270","  49.2","24","  28.9","24","1016.5","12","999.9"," 0"," 10.0","24","  8.9","24"," 22.0"," 27.0","  66.9"," ","  32.0","*"," 0.43","G","999.9","000000"
"00826099999","2008-03-03","0.0","0.0","0.0","WXPOD8270","  48.2","24","  31.6","14","1023.2","12","999.9"," 0","  7.7","24"," 10.0","24"," 26.0"," 32.1","  70.0"," ","  35.6","*"," 1.03","G","999.9","010010"
"00826099999","2008-03-04","0.0","0.0","0.0","WXPOD8270","  42.1","23","  35.2","20","1015.7"," 7","999.9"," 0","  7.3","23","  9.1","23"," 26.0"," 30.9","  57.9"," ","  30.2","*"," 0.23","G","999.9","111000"
"00826099999","2008-03-05","0.0","0.0","0.0","WXPOD8270","  45.8","24","  38.0","17","1016.5","10","999.9"," 0","  8.1","24","  6.8","24"," 28.0"," 34.0","  64.4","*","  30.2","*"," 0.05","G","999.9","010000"
"00826099999","2008-03-06","0.0","0.0","0.0","WXPOD8270","  40.5","24","  33.1","24","1020.3","16","999.9"," 0","  8.9","24","  5.3","24"," 15.9"," 21.0","  51.1"," ","  30.2","*"," 0.00","G","999.9","011000"
"00826099999","2008-03-07","0.0","0.0","0.0","WXPOD8270","  35.0","24","  30.1","22","1022.8"," 6","999.9"," 0","  7.0","24"," 11.4","24"," 23.9"," 35.9","  55.4","*","  23.0","*"," 0.01","G","999.9","101000"
"00826099999","2008-03-08","0.0","0.0","0.0","WXPOD8270","  44.5","23","  42.3","19","1019.8"," 9","999.9"," 0","  6.0","23","  9.5","23"," 25.1"," 35.0","  68.0","*","  28.4","*"," 0.40","G","999.9","111000"
"00826099999","2008-03-09","0.0","0.0","0.0","WXPOD8270","  48.0","24","  39.6","18","1018.3","17","999.9"," 0"," 10.8","24","  7.6","24"," 34.0"," 49.0","  69.1"," ","  33.8","*"," 1.59","G","999.9","010000"
"00826099999","2008-03-10","0.0","0.0","0.0","WXPOD8270","  50.7","21","  43.5","15","1021.8","11","999.9"," 0","  9.7","21","  4.2","21"," 18.1"," 22.9","  69.8","*","  32.0","*"," 0.01","G","999.9","010010"
"00826099999","2008-03-11","0.0","0.0","0.0","WXPOD8270","  43.3","19","  31.1","11","1019.6"," 9","999.9"," 0","  9.1","19","  5.3","19"," 13.0","999.9","  60.1"," ","  26.1"," "," 0.00","G","999.9","100000"
"00826099999","2008-03-12","0.0","0.0","0.0","WXPOD8270","  45.2","24","  38.7","23","1009.0"," 7","999.9"," 0","  8.9","24","  8.6","24"," 16.9"," 25.1","  68.0"," ","  32.0","*"," 0.09","A","999.9","011000"
"00826099999","2008-03-13","0.0","0.0","0.0","WXPOD8270","  57.4","23","  48.5","21","1014.9","15","999.9"," 0"," 10.0","23","  8.9","23"," 16.9"," 22.9","  73.4","*","  37.4","*"," 0.06","A","999.9","000000"
"00826099999","2008-03-14","0.0","0.0","0.0","WXPOD8270","  52.6","24","  43.9","24","9999.9"," 0","999.9"," 0","  9.7","24","  6.3","24"," 18.1"," 25.1","  73.0"," ","  35.6","*"," 0.06","A","999.9","010000"
"00826099999","2008-03-15","0.0","0.0","0.0","WXPOD8270","  43.6","23","  39.9","23","1006.1","13","999.9"," 0","  7.8","23"," 10.6","23"," 21.0"," 28.9","  55.4","*","  35.6","*"," 0.38","C","999.9","110000"
"00826099999","2008-03-16","0.0","0.0","0.0","WXPOD8270","  40.7","24","  34.1","24","1012.3","10","999.9"," 0","  8.0","24","  8.3","24"," 16.9"," 23.9","  54.0"," ","  33.8","*"," 0.04","A","999.9","010010"
"00826099999","2008-03-17","0.0","0.0","0.0","WXPOD8270","  41.6","22","  27.7","22","1020.9","12","999.9"," 0"," 11.4","22","  6.6","22"," 22.9"," 32.1","  63.0"," ","  28.4","*"," 0.00","B","999.9","010000"
"00826099999","2008-03-18","0.0","0.0","0.0","WXPOD8270","  57.8","24","  50.7","15","1020.8"," 6","999.9"," 0","  5.4","24","  7.8","24"," 21.0"," 28.0","  72.0"," ","  32.0","*"," 3.74","G","999.9","010010"
"00826099999","2008-03-19","0.0","0.0","0.0","WXPOD8270","  47.8","24","  44.8","24","1019.2"," 7","999.9"," 0","  6.0","24"," 12.5","24"," 22.9"," 34.0","  69.1"," ","  32.0","*","99.99"," ","999.9","011000"
"00826099999","2008-03-20","0.0","0.0","0.0","WXPOD8270","  46.7","24","  40.1","24","1020.6"," 9","999.9"," 0","  7.7","24","  9.3","24"," 22.0"," 32.1","  63.0"," ","  39.2","*"," 0.86","G","999.9","110000"
"00826099999","2008-03-21","0.0","0.0","0.0","WXPOD8270","  45.1","23","  37.1","16","1006.5"," 7","999.9"," 0"," 11.5","23","  9.6","23"," 27.0"," 39.0","  69.1"," ","  32.0","*"," 0.04","G","999.9","000000"
"00826099999","2008-03-22","0.0","0.0","0.0","WXPOD8270","  47.3","24","  36.8","18","1008.1"," 8","999.9"," 0"," 11.7","24","  6.3","24"," 21.0"," 28.9","  75.0"," ","  33.8","*"," 0.00","G","999.9","000000"
"00826099999","2008-03-23","0.0","0.0","0.0","WXPOD8270","  43.8","24","  38.6","14","1019.2","20","999.9"," 0"," 12.1","24","  3.8","24"," 18.1"," 22.9","  60.8","*","  32.0","*"," 0.00","I","999.9","000000"
"00826099999","2008-03-24","0.0","0.0","0.0","WXPOD8270","  38.2","24","  26.0","15","1020.8","10","999.9"," 0"," 11.7","24","  4.1","24"," 12.0"," 14.0","  55.0"," ","  23.0","*"," 0.00","I","999.9","000000"
"00826099999","2008-03-25","0.0","0.0","0.0","WXPOD8270","  35.0","24","  23.8","24","1023.1","14","999.9"," 0"," 13.5","24","  8.7","24"," 16.9"," 22.9","  42.8","*","  30.2","*"," 0.00","I","999.9","000000"
"00826099999","2008-03-26","0.0","0.0","0.0","WXPOD8270","  49.3","24","  37.9","24","1023.2","24","999.9"," 0"," 10.8","24","  8.2","24"," 22.0"," 28.9","  66.0"," ","  32.0","*"," 0.00","C","999.9","010000"
"00826099999","2008-03-27","0.0","0.0","0.0","WXPOD8270","  49.9","24","  36.2","23","1024.3","23","999.9"," 0"," 10.0","24","  5.2","24"," 23.9"," 30.9","  62.6","*","  32.0","*"," 0.00","I","999.9","000000"
"00826099999","2008-03-28","0.0","0.0","0.0","WXPOD8270","  46.2","23","  37.0","22","1015.9","10","999.9"," 0","  8.8","23","  8.7","23"," 39.0"," 69.0","  64.4","*","  35.6","*"," 0.96","G","999.9","010010"
"00826099999","2008-03-29","0.0","0.0","0.0","WXPOD8270","  49.9","24","  41.3","23","9999.9"," 0","999.9"," 0","  8.9","24","  6.2","24"," 16.9"," 23.9","  62.1"," ","  32.0","*"," 0.06","G","999.9","010000"
"00826099999","2008-03-30","0.0","0.0","0.0","WXPOD8270","  51.9","22","  40.9","18","1015.7"," 9","999.9"," 0","  8.2","22","  6.3","22"," 16.9"," 21.0","  62.6","*","  35.6","*"," 0.01","G","999.9","110010"
"00826099999","2008-03-31","0.0","0.0","0.0","WXPOD8270","  50.7","22","  36.4","12","1024.3"," 8","999.9"," 0","  7.3","22","  7.5","22"," 16.9"," 23.9","  69.8","*","  39.2","*"," 0.00","G","999.9","010010"
"00826099999","2008-04-01","0.0","0.0","0.0","WXPOD8270","  55.5","24","  43.9","13","1017.2","11","999.9"," 0","  8.1","24"," 10.3","24"," 28.0"," 36.9","  73.0"," ","  44.6","*"," 0.14","G","999.9","110010"
"00826099999","2008-04-02","0.0","0.0","0.0","WXPOD8270","  52.7","24","  40.6","22","1015.2","18","999.9"," 0","  9.5","24","  4.4","24"," 23.9"," 35.0","  66.0"," ","  39.2","*"," 0.46","G","999.9","010000"
"00826099999","2008-04-03","0.0","0.0","0.0","WXPOD8270","  50.7","23","  41.4","14","1019.9"," 9","999.9"," 0","  9.2","23","  7.3","23"," 18.1"," 23.9","  66.2","*","  35.6","*"," 0.09","G","999.9","010010"
"00826099999","2008-04-04","0.0","0.0","0.0","WXPOD8270","  53.4","23","  48.1","18","9999.9"," 0","999.9"," 0","  5.7","23","  9.1","23"," 20.0"," 27.0","  70.0"," ","  41.0","*"," 0.29","G","999.9","110010"
"00826099999","2008-04-05","0.0","0.0","0.0","WXPOD8270","  45.0","24","  39.1","24","1015.9","15","999.9"," 0","  6.4","24","  4.2","24"," 14.0"," 16.9","  66.0"," ","  35.1"," "," 0.75","G","999.9","110000"
"00826099999","2008-04-06","0.0","0.0","0.0","WXPOD8270","  46.7","23","  39.2","22","1015.7","14","999.9"," 0","  8.7","23","  9.3","23"," 16.9"," 22.9","  61.0"," ","  35.6","*"," 0.00","G","999.9","010000"
"00826099999","2008-04-07","0.0","0.0","0.0","WXPOD8270","  43.4","24","  37.1","24","1023.4","18","999.9"," 0","  8.4","24","  8.9","24"," 18.1"," 26.0","  59.0"," ","  35.6","*"," 0.00","B","999.9","010000"
"00826099999","2008-04-08","0.0","0.0","0.0","WXPOD8270","  48.1","24","  36.3","22","1019.3","21","999.9"," 0"," 10.7","24","  9.5","24"," 22.9"," 28.9","  66.2","*","  35.6","*","99.99"," ","999.9","010000"
"00826099999","2008-04-09","0.0","0.0","0.0","WXPOD8270","  55.2","24","  42.3","20","1014.6","10","999.9"," 0","  9.7","24","  7.7","24"," 18.1"," 20.0","  75.0"," ","  35.6","*"," 0.23","G","999.9","010010"
"00826099999","2008-04-10","0.0","0.0","0.0","WXPOD8270","  57.9","23","  49.2","16","1017.6"," 7","999.9"," 0","  6.8","23","  9.7","23"," 33.0"," 49.9","  75.2","*","  43.0","*"," 0.20","G","999.9","110010"
"00826099999","2008-04-11","0.0","0.0","0.0","WXPOD8270","  53.9","24","  40.6","19","1018.9","11","999.9"," 0","  9.6","24","  6.8","24"," 19.0"," 29.9","  75.0"," ","  42.1","*"," 1.16","G","999.9","010010"
"00826099999","2008-04-12","0.0","0.0","0.0","WXPOD8270","  52.1","24","  45.2","23","1015.7"," 8","999.9"," 0","  6.7","24","  7.1","24"," 18.1"," 26.0","  80.1"," ","  44.1"," "," 0.27","G","999.9","110010"
"00826099999","2008-04-13","0.0","0.0","0.0","WXPOD8270","  44.8","24","  39.5","17","1016.1","10","999.9"," 0","  9.6","24","  7.5","24"," 14.0"," 20.0","  64.9"," ","  37.4","*"," 0.22","G","999.9","110000"
"00826099999","2008-04-14","0.0","0.0","0.0","WXPOD8270","  44.3","24","  33.2","19","1014.3","11","999.9"," 0"," 11.5","24","  6.6","24"," 16.9"," 28.0","  60.1"," ","  32.0","*"," 0.02","G","999.9","010000"
"00826099999","2008-04-15","0.0","0.0","0.0","WXPOD8270","  47.5","24","  32.5","24","1019.5","22","999.9"," 0"," 10.6","24","  5.9","24"," 21.0"," 25.1","  64.9"," ","  33.8","*"," 0.00","G","999.9","000000"
"00826099999","2008-04-16","0.0","0.0","0.0","WXPOD8270","  52.3","24","  33.2","23","1019.4","18","999.9"," 0"," 10.6","24","  5.5","24"," 18.1"," 22.0","  72.0"," ","  39.9"," "," 0.00","I","999.9","000000"
"00826099999","2008-04-17","0.0","0.0","0.0","WXPOD8270","  60.1","22","  41.3","13","1017.3","17","999.9"," 0"," 10.7","22","  8.6","22"," 22.0"," 27.0","  82.0"," ","  44.1"," "," 0.00","I","999.9","000000"
"00826099999","2008-04-18","0.0","0.0","0.0","WXPOD8270","  59.5","23","  45.0","22","1014.5","17","999.9"," 0","  9.8","23","  7.9","23"," 22.0"," 33.0","  81.0"," ","  44.1","*"," 1.02","C","999.9","010010"
"00826099999","2008-04-19","0.0","0.0","0.0","WXPOD8270","  52.0","24","  39.3","22","1010.4","20","999.9"," 0"," 10.0","24","  9.5","24"," 20.0"," 28.0","  71.1"," ","  35.6","*"," 0.01","A","999.9","010000"
"00826099999","2008-04-20","0.0","0.0","0.0","WXPOD8270","  48.0","24","  32.4","14","1019.0","20","999.9"," 0"," 10.0","24","  8.9","24"," 20.0"," 32.1","  66.2","*","  39.2","*"," 0.00","I","999.9","000000"
"00826099999","2008-04-21","0.0","0.0","0.0","WXPOD8270","  50.5","24","  36.5","23","1020.8","19","999.9"," 0"," 10.1","24","  7.9","24"," 14.0"," 23.9","  61.0"," ","  39.2","*"," 0.00","I","999.9","000000"
"00826099999","2008-04-22","0.0","0.0","0.0","WXPOD8270","  55.9","24","  39.1","17","1016.9","16","999.9"," 0","  9.6","24","  6.3","24"," 15.0"," 23.9","  73.4","*","  37.4","*"," 0.10","A","999.9","110010"
